name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest
Cozmo Abel,31/01/2019,"{'Python': 2, 'SPSS': 4, 'PHP': 1}","['Determined', 'Innovative', 'Competitive']","['Chaotic', 'Stubborn']",Yes,Yes,Yes,Fail,Business
Dalila Hyett,08/01/2019,"{'Python': 1, 'Ruby': 1, 'R': 3, 'SPSS': 3, 'C++': 1, 'JavaScript': 2}","['Collaboration', 'Efficient']",['Critical'],Yes,Yes,Yes,Fail,Business
Dorey Mcquillan,15/01/2019,"{'Ruby': 1, 'PHP': 1, 'C++': 2}","['Composure', 'Reliable']",['Chatty'],Yes,Yes,Yes,Pass,Business
Danya Sedgefield,10/01/2019,"{'Python': 6, 'Java': 3, 'Ruby': 2, 'C++': 5, 'JavaScript': 3}","['Problem Solving', 'Ambitious']",['Competitive'],Yes,Yes,Yes,Pass,Engineering
Giorgio Piller,22/01/2019,"{'Python': 2, 'C#': 3, 'R': 3, 'JavaScript': 5}","['Creative', 'Versatile']","['Chatty', 'Conventional', 'Chaotic']",Yes,Yes,No,Fail,Business
Giorgio Piller,22/01/2019,"{'Python': 2, 'C#': 3, 'R': 3, 'JavaScript': 5}","['Creative', 'Versatile']","['Chatty', 'Conventional', 'Chaotic']",Yes,Yes,No,Fail,Business
Fran Gebbie,24/01/2019,,"['Efficient', 'Organisation']",['Stubborn'],Yes,Yes,No,Fail,Data
Rheta Assel,02/01/2019,"{'Python': 4, 'Ruby': 1, 'R': 3, 'C++': 3}",['Independent'],"['Passive', 'Perfectionist', 'Overbearing']",Yes,Yes,Yes,Pass,Business
Yolanda Fosse,16/01/2019,"{'C#': 4, 'Java': 1, 'Ruby': 1, 'R': 1, 'SPSS': 1, 'JavaScript': 4}","['Passionate', 'Critical Thinking']","['Indecisive', 'Controlling', 'Introverted']",Yes,Yes,Yes,Pass,Business
Lemmie Jendrich,31/01/2019,{'Java': 2},['Efficient'],['Overbearing'],No,Yes,Yes,Fail,Business
Marga Simmig,15/01/2019,"{'C#': 5, 'R': 1}","['Altruism', 'Creative']","['Competitive', 'Immature', 'Controlling']",Yes,Yes,Yes,Pass,Business
Merry Chesher,30/01/2019,"{'Ruby': 4, 'SPSS': 2, 'C++': 1}","['Critical Thinking', 'Efficient', 'Competitive']","['Slow', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Sileas Golson,29/01/2019,{'C++': 4},['Courteous'],"['Perfectionist', 'Competitive', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Corri Pund,16/01/2019,"{'SPSS': 4, 'C++': 3}","['Listening', 'Innovative']","['Introverted', 'Indecisive', 'Critical']",Yes,Yes,Yes,Pass,Engineering
Abeu Rimmer,22/01/2019,"{'Python': 5, 'Java': 1, 'R': 1, 'PHP': 2, 'C++': 2, 'JavaScript': 4}","['Consistent', 'Empathy']",['Stubborn'],Yes,Yes,No,Fail,Engineering
Pamela Gadman,31/01/2019,"{'Python': 1, 'C#': 6}",['Competitive'],['Conventional'],Yes,Yes,Yes,Fail,Data
Cissy Deeble,03/01/2019,"{'Java': 5, 'C++': 4}","['Determined', 'Curious', 'Creative']","['Sensitive', 'Competitive']",Yes,Yes,Yes,Pass,Data
Stephan Bahls,16/01/2019,,"['Listening', 'Rational', 'Creative']",['Chaotic'],Yes,Yes,Yes,Pass,Data
Patrice Prescott,24/01/2019,"{'C#': 2, 'Ruby': 3, 'R': 2, 'C++': 5, 'JavaScript': 5}",['Passionate'],['Competitive'],Yes,Yes,Yes,Pass,Business
Farrell Normington,03/01/2019,,"['Creative', 'Curious']","['Passive', 'Immature']",Yes,No,Yes,Fail,Business
Devland Benkin,15/01/2019,"{'Python': 1, 'C#': 4, 'C++': 4}","['Critical Thinking', 'Perfectionism']",['Impatient'],Yes,Yes,Yes,Pass,Engineering
Teddy Ham,17/01/2019,"{'C#': 3, 'R': 7, 'SPSS': 2}","['Versatile', 'Passionate', 'Efficient']","['Procrastination', 'Impatient', 'Stubborn']",Yes,Yes,Yes,Pass,Data
Frank Tolchard,10/01/2019,"{'Python': 3, 'Java': 4, 'Ruby': 3, 'R': 2}",['Empathy'],"['Conventional', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Hetti Beach,23/01/2019,"{'Python': 4, 'Ruby': 6, 'R': 4, 'SPSS': 2, 'PHP': 1}","['Composure', 'Efficient', 'Passionate']","['Chaotic', 'Competitive']",Yes,Yes,Yes,Pass,Data
Daphene Friedlos,23//01/2019,{'Ruby': 5},['Organisation'],"['Perfectionist', 'Impulsive']",Yes,Yes,Yes,Pass,Business
Isac Bronger,24/01/2019,"{'Python': 5, 'Java': 4, 'Ruby': 3}","['Collaboration', 'Ambitious', 'Critical Thinking']","['Chatty', 'Critical']",Yes,Yes,Yes,Pass,Business
Vin Kattenhorn,30/01/2019,{'Ruby': 4},"['Versatile', 'Competitive', 'Perfectionism']","['Critical', 'Distracted']",Yes,Yes,No,Fail,Data
Shelli Abbess,10/01/2019,"{'Java': 2, 'Ruby': 1, 'R': 3, 'C++': 2}","['Reliable', 'Perfectionism']","['Stubborn', 'Immature']",Yes,Yes,Yes,Pass,Data
Caren Sterte,29/01/2019,"{'SPSS': 2, 'JavaScript': 1}","['Ambitious', 'Innovative', 'Consistent']",['Controlling'],Yes,Yes,No,Fail,Data
Muhammad Garthland,24/01/2019,"{'Python': 1, 'C#': 3}","['Critical Thinking', 'Listening']","['Immature', 'Intolerant', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering
Worth Kos,15/01/2019,"{'Ruby': 3, 'JavaScript': 3}","['Collaboration', 'Courteous', 'Perfectionism']",['Impatient'],Yes,Yes,Yes,Pass,Data
Jacki Pinkstone,23/01/2019,{'Ruby': 4},"['Patient', 'Creative', 'Charisma']",['Slow'],Yes,Yes,Yes,Pass,Data
Hernando Guage,02/01/2019,"{'Java': 3, 'Ruby': 2}","['Passionate', 'Charisma', 'Composure']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering
Franciska Davidy,30/01/2019,"{'C#': 5, 'Ruby': 3, 'PHP': 1, 'C++': 2, 'JavaScript': 1}","['Reliable', 'Empathy']","['Passive', 'Chaotic', 'Critical']",No,Yes,Yes,Fail,Data
Florinda Brabban,22/01/2019,"{'Python': 3, 'Java': 2, 'Ruby': 3, 'R': 1, 'C++': 7, 'JavaScript': 4}","['Creative', 'Efficient', 'Reliable']",['Procrastination'],Yes,Yes,Yes,Pass,Business
Kimble Bonde,03/01/2019,{'Python': 1},"['Passionate', 'Creative']","['Selfish', 'Overbearing']",Yes,Yes,Yes,Fail,Data
Austin Brister,23/01/2019,{'Python': 2},"['Curious', 'Passionate']","['Chaotic', 'Intolerant', 'Passive']",Yes,Yes,Yes,Pass,Engineering
Kelsey Cranke,03/01/2019,"{'Java': 2, 'Ruby': 2, 'R': 5, 'PHP': 1}",['Efficient'],"['Indifferent', 'Sensitive', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering
Samuel Simone,23/01/2019,"{'Ruby': 1, 'PHP': 1, 'JavaScript': 3}",['Competitive'],['Indecisive'],Yes,Yes,No,Fail,Business
Berky Slatten,08/01/2019,"{'Python': 4, 'Ruby': 3, 'SPSS': 4, 'JavaScript': 3}",['Listening'],"['Sensitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Data
Wit Napolitano,09/01/2019,"{'C#': 3, 'Java': 5, 'R': 3, 'JavaScript': 1}","['Organisation', 'Consistent']","['Overbearing', 'Procrastination', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Lucita Pettman,29/01/2019,"{'R': 5, 'SPSS': 1}","['Problem Solving', 'Charisma']","['Introverted', 'Chatty']",Yes,Yes,Yes,Pass,Engineering
Conchita Gumey,16/01/2019,"{'Ruby': 3, 'C++': 4}",['Altruism'],['Sensitive'],Yes,Yes,No,Fail,Business
Ingeberg Othen,16/01/2019,{'JavaScript': 2},['Curious'],"['Passive', 'Undisciplined', 'Overbearing']",No,Yes,Yes,Fail,Business
Ambros Ethington,10/01/2019,"{'Python': 3, 'Ruby': 6, 'PHP': 1}",['Competitive'],"['Anxious', 'Chatty']",Yes,Yes,Yes,Fail,Business
Karia O'Toole,03/01/2019,"{'Python': 2, 'Java': 5, 'SPSS': 1, 'C++': 7}","['Curious', 'Independent', 'Listening']","['Anxious', 'Slow', 'Chatty']",No,Yes,Yes,Fail,Data
Adrianna Lyddiard,29/01/2019,"{'R': 2, 'PHP': 2}",['Ambitious'],"['Procrastination', 'Selfish', 'Chatty']",Yes,Yes,Yes,Pass,Engineering
Leroi Shurmer,02/01/2019,"{'Python': 2, 'C#': 1, 'PHP': 1, 'C++': 1, 'JavaScript': 4}","['Altruism', 'Independent']","['Impulsive', 'Critical', 'Anxious']",Yes,Yes,Yes,Fail,Data
Regan Pittaway,15/01/2019,"{'Ruby': 4, 'JavaScript': 2}","['Ambitious', 'Consistent']","['Impulsive', 'Undisciplined', 'Procrastination']",Yes,No,Yes,Fail,Business
Emmy Luckings,02/01/2019,"{'C#': 1, 'R': 3}","['Perfectionism', 'Independent', 'Patient']","['Impulsive', 'Distracted']",Yes,Yes,No,Fail,Engineering
Linnea Dulling,15/01/2019,"{'Python': 4, 'R': 3, 'C++': 1}","['Creative', 'Independent', 'Curious']","['Chaotic', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Thornton Thuillier,09/01/2019,{'SPSS': 1},"['Critical Thinking', 'Composure']",['Chaotic'],Yes,Yes,Yes,Pass,Engineering
Noah Petricek,29/01/2019,"{'C#': 2, 'Java': 4, 'Ruby': 5, 'SPSS': 3}","['Problem Solving', 'Empathy']","['Chaotic', 'Conventional']",Yes,Yes,Yes,Pass,Business
Harry Orcas,02/01/2019,"{'Python': 6, 'C#': 4, 'Ruby': 6, 'R': 1, 'PHP': 1, 'C++': 4, 'JavaScript': 2}","['Perfectionism', 'Empathy']","['Impulsive', 'Chatty', 'Stubborn']",Yes,Yes,No,Fail,Engineering
Tobit Dowden,08/01/2019,"{'Java': 5, 'SPSS': 5, 'C++': 5}","['Patient', 'Creative']","['Indifferent', 'Anxious', 'Intolerant']",Yes,Yes,Yes,Pass,Data
Pet Wise,31/01/2019,"{'Python': 7, 'C++': 3}","['Curious', 'Collaboration']","['Introverted', 'Competitive']",Yes,Yes,Yes,Fail,Business
Sylvia Akett,30/01/2019,"{'Python': 6, 'C++': 4, 'JavaScript': 8}","['Charisma', 'Innovative', 'Ambitious']","['Stubborn', 'Controlling', 'Overbearing']",No,Yes,Yes,Fail,Business
Daisi Scarlet,30/01/2019,"{'C#': 1, 'SPSS': 5, 'C++': 1}","['Reliable', 'Competitive', 'Efficient']","['Perfectionist', 'Procrastination', 'Chaotic']",Yes,Yes,Yes,Pass,Data
Patrice Masham,09/01/2019,"{'Python': 2, 'Java': 2, 'PHP': 1}","['Efficient', 'Problem Solving', 'Listening']","['Slow', 'Stubborn']",Yes,No,Yes,Fail,Engineering
Garvin Dracey,16/01/2019,"{'Python': 5, 'C#': 5, 'Java': 3, 'Ruby': 4, 'C++': 2}","['Organisation', 'Rational', 'Reliable']","['Critical', 'Selfish', 'Passive']",Yes,Yes,Yes,Pass,Data
Bentlee Meugens,08/01/2019,{'Python': 3},"['Perfectionism', 'Problem Solving']",['Immature'],No,Yes,Yes,Fail,Engineering
Garrott Demaine,16/01/2019,"{'Python': 2, 'C#': 1, 'R': 2, 'SPSS': 3, 'PHP': 3}",['Organisation'],"['Selfish', 'Overbearing', 'Impatient']",Yes,No,Yes,Fail,Engineering
Roxanna Tunstall,24/01/2019,{'C++': 1},"['Critical Thinking', 'Passionate', 'Organisation']","['Slow', 'Impulsive', 'Conventional']",Yes,No,Yes,Fail,Data
Melisandra Walling,23/01/2019,{'R': 5},"['Consistent', 'Listening']",['Overbearing'],Yes,Yes,Yes,Pass,Business
Abel Mcvaugh,03/01/2019,"{'R': 7, 'SPSS': 2, 'PHP': 2, 'C++': 4}","['Efficient', 'Reliable', 'Composure']","['Sensitive', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering
Nestor Thornewill,23/01/2019,"{'R': 3, 'C++': 3, 'JavaScript': 3}","['Reliable', 'Charisma', 'Courteous']","['Sensitive', 'Introverted', 'Impulsive']",Yes,Yes,Yes,Fail,Business
Wilona Pammenter,16/01/2019,"{'Java': 2, 'SPSS': 5, 'PHP': 3}","['Ambitious', 'Creative']","['Overbearing', 'Distracted', 'Passive']",Yes,No,Yes,Fail,Data
Davie Brahams,03/01/2019,"{'C#': 3, 'Java': 1, 'Ruby': 2, 'C++': 1, 'JavaScript': 1}",['Listening'],"['Perfectionist', 'Critical', 'Overbearing']",No,Yes,Yes,Fail,Business
Lynnett Swin,16/01/2019,"{'C#': 1, 'Java': 5, 'R': 1, 'PHP': 2}","['Efficient', 'Critical Thinking', 'Determined']","['Overbearing', 'Undisciplined']",Yes,Yes,Yes,Pass,Business
Gustaf Lude,16/01/2019,"{'C#': 4, 'Java': 3, 'Ruby': 4, 'R': 1}",['Curious'],['Sensitive'],Yes,Yes,Yes,Pass,Business
Halli Purcell,29/01/2019,"{'Ruby': 4, 'SPSS': 2, 'C++': 3, 'JavaScript': 4}","['Composure', 'Creative', 'Versatile']","['Overbearing', 'Anxious']",No,Yes,Yes,Fail,Business
Tanner Byram,09/01/2019,"{'Java': 2, 'Ruby': 3, 'PHP': 1, 'JavaScript': 1}",['Determined'],"['Sensitive', 'Critical']",Yes,Yes,Yes,Pass,Data
Lauretta Bartell,17/01/2019,"{'Python': 5, 'C#': 1, 'SPSS': 5, 'PHP': 3}","['Determined', 'Perfectionism']",['Controlling'],Yes,Yes,Yes,Pass,Engineering
Ulick Pickervance,31/01/2019,"{'C#': 3, 'Ruby': 5, 'SPSS': 3, 'JavaScript': 2}","['Courteous', 'Competitive']","['Overbearing', 'Chatty', 'Perfectionist']",Yes,Yes,Yes,Pass,Business
Sibbie Di Biasio,22/01/2019,"{'R': 3, 'SPSS': 3, 'PHP': 2, 'JavaScript': 1}","['Creative', 'Competitive', 'Passionate']",['Distracted'],No,Yes,Yes,Fail,Data
Konrad Mccready,24/01/2019,{'PHP': 1},['Patient'],['Slow'],Yes,Yes,Yes,Pass,Business
Mariele Steedman,02/01/2019,"{'Java': 5, 'Ruby': 5, 'C++': 2}","['Problem Solving', 'Innovative']",['Anxious'],Yes,No,Yes,Fail,Data
Ximenez Chippin,03/01/2019,"{'Python': 3, 'C++': 2}","['Consistent', 'Altruism']","['Passive', 'Sensitive', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Ruben Mccoy,22/01/2019,{'C#': 6},"['Collaboration', 'Charisma']","['Intolerant', 'Controlling']",Yes,Yes,Yes,Pass,Data
Sigrid Veitch,02/01/2019,"{'C#': 4, 'Java': 1, 'Ruby': 2, 'SPSS': 3, 'PHP': 4, 'C++': 1}",['Altruism'],['Selfish'],Yes,Yes,Yes,Pass,Engineering
Allegra Aspland,02/01/2019,"{'Python': 2, 'C#': 5, 'Java': 2, 'Ruby': 1, 'C++': 1}","['Curious', 'Courteous', 'Consistent']",['Competitive'],Yes,No,No,Fail,Data
Randall Waller,16/01/2019,"{'C#': 1, 'Java': 4, 'Ruby': 6, 'PHP': 4, 'C++': 5}","['Patient', 'Composure']","['Competitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Data
Thomasine Poundford,16/01/2019,"{'Python': 4, 'C#': 3, 'Java': 2, 'SPSS': 4, 'PHP': 1, 'C++': 5}","['Listening', 'Collaboration', 'Innovative']",['Passive'],Yes,Yes,Yes,Pass,Engineering
Kelley Bourgeois,23/01/2019,"{'Java': 3, 'PHP': 1}","['Reliable', 'Curious']",['Competitive'],Yes,Yes,Yes,Fail,Business
Anatole Peterffy,16/01/2019,{'JavaScript': 2},['Competitive'],"['Stubborn', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
Hinze Treat,23/01/2019,"{'Python': 3, 'C#': 6, 'R': 3}","['Collaboration', 'Patient']",['Anxious'],Yes,Yes,Yes,Pass,Engineering
Linoel Fissenden,17/01/2019,"{'R': 1, 'JavaScript': 1}",['Consistent'],"['Procrastination', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Alexandro Guyan,29/01/2019,"{'C#': 2, 'Java': 5, 'C++': 4}","['Courteous', 'Consistent', 'Organisation']",['Overbearing'],Yes,Yes,Yes,Pass,Engineering
Konstantin Fusco,09/01/2019,"{'Java': 3, 'PHP': 2}","['Versatile', 'Listening', 'Patient']","['Undisciplined', 'Stubborn', 'Procrastination']",Yes,No,No,Fail,Business
Gardie Damsell,29/01/2019,"{'C#': 2, 'R': 2}",['Critical Thinking'],"['Overbearing', 'Chatty']",No,Yes,Yes,Fail,Engineering
Zoe Schlag,24/01/2019,"{'Java': 4, 'SPSS': 2, 'PHP': 1, 'JavaScript': 1}","['Determined', 'Creative', 'Organisation']","['Slow', 'Impatient', 'Intolerant']",Yes,Yes,Yes,Pass,Data
Pyotr De Zuani,09/01/2019,"{'Python': 4, 'C#': 4, 'R': 6, 'PHP': 3, 'C++': 1, 'JavaScript': 2}","['Curious', 'Creative', 'Empathy']","['Impatient', 'Chatty']",Yes,Yes,Yes,Pass,Data
Simon Murrey,16/01/2019,"{'SPSS': 8, 'C++': 2, 'JavaScript': 2}","['Altruism', 'Organisation']","['Immature', 'Stubborn']",Yes,Yes,Yes,Pass,Business
Thurston Venes,24/01/2019,"{'C#': 2, 'Java': 4, 'R': 4}","['Perfectionism', 'Collaboration', 'Courteous']","['Anxious', 'Slow', 'Indecisive']",Yes,Yes,Yes,Pass,Business
Nanni Ashby,03/01/2019,{'JavaScript': 6},"['Consistent', 'Rational', 'Courteous']","['Undisciplined', 'Distracted', 'Introverted']",Yes,No,Yes,Fail,Engineering
Laetitia Poston,09/01/2019,"{'Python': 2, 'Ruby': 3, 'JavaScript': 1}","['Efficient', 'Versatile', 'Rational']","['Introverted', 'Impatient']",Yes,Yes,Yes,Pass,Engineering
Reinaldos Rayne,17/01/2019,"{'Python': 1, 'JavaScript': 5}","['Critical Thinking', 'Passionate', 'Charisma']",['Impatient'],Yes,Yes,Yes,Pass,Data
Allen Edelman,23/01/2019,"{'C#': 4, 'Java': 2}","['Ambitious', 'Organisation']","['Indecisive', 'Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Data
Cheston Ceillier,10/01/2019,"{'R': 1, 'C++': 2, 'JavaScript': 4}","['Creative', 'Competitive', 'Ambitious']","['Distracted', 'Passive', 'Competitive']",Yes,No,Yes,Fail,Engineering
Johnette Durrans,22/01/2019,"{'Python': 1, 'Ruby': 3, 'R': 2}",['Reliable'],"['Competitive', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Layne Le Fleming,08/01/2019,{'C++': 4},['Ambitious'],"['Impatient', 'Competitive']",Yes,Yes,Yes,Pass,Business
Zaccaria Bussons,16/01/2019,"{'Python': 2, 'Java': 1, 'SPSS': 4, 'JavaScript': 1}","['Versatile', 'Collaboration', 'Passionate']","['Conventional', 'Impulsive', 'Impatient']",No,Yes,No,Fail,Engineering
Sylvan Asher,17/01/2019,"{'Python': 3, 'C#': 5, 'Ruby': 4, 'SPSS': 4, 'PHP': 1}","['Competitive', 'Rational']","['Impatient', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
Georgie Perel,17/01/2019,"{'Python': 4, 'Java': 2, 'PHP': 1}","['Empathy', 'Composure', 'Creative']","['Intolerant', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering
Sully Rechert,29/01/2019,"{'PHP': 3, 'JavaScript': 3}","['Courteous', 'Charisma', 'Efficient']",['Slow'],Yes,Yes,Yes,Pass,Data
Royall Stirley,30/01/2019,"{'Ruby': 1, 'C++': 6}","['Passionate', 'Collaboration', 'Consistent']","['Passive', 'Sensitive', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Kellie Althorp,15/01/2019,"{'C#': 4, 'Ruby': 2, 'C++': 1, 'JavaScript': 1}","['Critical Thinking', 'Versatile', 'Organisation']","['Impatient', 'Impulsive']",Yes,Yes,Yes,Pass,Data
Jorry Varley,24/01/2019,"{'R': 2, 'SPSS': 3}","['Charisma', 'Creative', 'Perfectionism']","['Stubborn', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Bernadette Gerardi,17/01/2019,"{'C#': 2, 'SPSS': 3, 'C++': 1}","['Creative', 'Ambitious', 'Courteous']","['Distracted', 'Slow', 'Conventional']",Yes,Yes,Yes,Pass,Data
Hallie Robbeke,24/01/2019,"{'SPSS': 4, 'PHP': 1}",['Listening'],"['Impatient', 'Slow']",Yes,Yes,No,Fail,Business
Winnah Spooner,23/01/2019,"{'Python': 5, 'JavaScript': 1}","['Passionate', 'Organisation']",['Chatty'],Yes,Yes,Yes,Pass,Engineering
Riccardo Oade,29/01/2019,"{'Python': 5, 'Java': 4, 'R': 3, 'SPSS': 2, 'PHP': 2, 'C++': 1}","['Reliable', 'Listening', 'Innovative']",['Stubborn'],Yes,Yes,Yes,Fail,Data
Bettye Di Napoli,23/01/2019,"{'C#': 4, 'SPSS': 1, 'JavaScript': 3}",['Perfectionism'],"['Distracted', 'Anxious', 'Immature']",Yes,No,Yes,Fail,Engineering
Lutero Winning,24/01/2019,"{'C#': 2, 'Java': 3, 'SPSS': 4}","['Rational', 'Listening']","['Overbearing', 'Distracted']",Yes,No,Yes,Fail,Business
Gwyn Baversor,03/01/2019,"{'Java': 1, 'Ruby': 2, 'R': 4, 'SPSS': 3, 'C++': 3}","['Composure', 'Rational']","['Stubborn', 'Overbearing']",Yes,Yes,No,Fail,Engineering
Gilbertine Assaf,03/01/2019,"{'Ruby': 1, 'C++': 5, 'JavaScript': 2}","['Consistent', 'Efficient']",['Chatty'],Yes,Yes,Yes,Pass,Engineering
Deni Roust,30/01/2019,"{'C#': 7, 'C++': 2}","['Curious', 'Charisma', 'Efficient']",['Immature'],Yes,Yes,Yes,Pass,Business
Babita Heigho,10/01/2019,"{'Python': 2, 'Java': 2}","['Independent', 'Organisation']","['Introverted', 'Overbearing']",Yes,Yes,No,Fail,Business
Candide Vannoort,03/01/2019,{'C++': 4},"['Altruism', 'Charisma']","['Conventional', 'Passive']",No,Yes,Yes,Fail,Data
Sydney Renachowski,09/01/2019,{'Python': 1},"['Creative', 'Passionate', 'Ambitious']","['Undisciplined', 'Intolerant']",Yes,Yes,Yes,Fail,Engineering
Vince Scott,10/01/2019,"{'Java': 3, 'SPSS': 2, 'C++': 6, 'JavaScript': 7}","['Altruism', 'Empathy', 'Creative']","['Indifferent', 'Undisciplined', 'Controlling']",Yes,Yes,Yes,Pass,Data
Art Mitkin,31/01/2019,"{'Java': 3, 'R': 3, 'SPSS': 2, 'C++': 4, 'JavaScript': 2}","['Empathy', 'Charisma']","['Distracted', 'Overbearing']",Yes,No,Yes,Fail,Business
Trstram Goodyer,16/01/2019,"{'C#': 3, 'JavaScript': 2}","['Collaboration', 'Competitive']","['Anxious', 'Competitive']",No,Yes,Yes,Fail,Engineering
Ronalda Richmond,24/01/2019,"{'Ruby': 1, 'JavaScript': 1}",['Ambitious'],"['Selfish', 'Stubborn', 'Passive']",Yes,Yes,Yes,Pass,Engineering
Sibley Addison,31/01/2019,{'R': 4},['Innovative'],['Stubborn'],Yes,Yes,Yes,Pass,Engineering
Hi Tee,30/01/2019,"{'Python': 3, 'C#': 4}","['Empathy', 'Competitive']","['Chaotic', 'Competitive', 'Conventional']",Yes,Yes,Yes,Pass,Engineering
Hi Tee,30/01/2019,"{'Python': 3, 'C#': 4}","['Empathy', 'Competitive']","['Chaotic', 'Competitive', 'Conventional']",Yes,Yes,Yes,Pass,Engineering
Carey Severn,29/01/2019,"{'R': 3, 'PHP': 5}","['Determined', 'Collaboration']",['Indecisive'],Yes,Yes,Yes,Pass,Business
Foss Darycott,08/01/2019,"{'Python': 2, 'SPSS': 1, 'PHP': 1, 'C++': 3}","['Creative', 'Passionate']","['Sensitive', 'Perfectionist', 'Intolerant']",Yes,Yes,Yes,Fail,Engineering
Leeland Looks,03/01/2019,"{'C#': 2, 'R': 6, 'SPSS': 6, 'PHP': 2}",['Curious'],['Indifferent'],Yes,Yes,Yes,Pass,Business
Gelya Pyson,17/01/2019,"{'C#': 2, 'Ruby': 1, 'SPSS': 1}",['Reliable'],['Procrastination'],Yes,No,Yes,Fail,Business
Olia Meugens,03/01/2019,"{'Java': 1, 'Ruby': 4, 'JavaScript': 1}","['Independent', 'Rational', 'Charisma']","['Distracted', 'Selfish', 'Anxious']",Yes,Yes,Yes,Pass,Business
Theodosia Creenan,16/01/2019,"{'Python': 4, 'Java': 2, 'R': 1}",['Reliable'],"['Passive', 'Chatty', 'Chaotic']",Yes,No,Yes,Fail,Data
Aida Bothams,17/01/2019,"{'Java': 3, 'Ruby': 1, 'C++': 3}","['Rational', 'Innovative', 'Empathy']","['Competitive', 'Indifferent']",Yes,Yes,Yes,Pass,Data
Onida Tregear,22/01/2019,"{'R': 3, 'PHP': 3, 'C++': 3}",['Ambitious'],"['Overbearing', 'Procrastination', 'Competitive']",Yes,Yes,Yes,Pass,Data
Salomon Costellow,29/01/2019,"{'C#': 4, 'Ruby': 2, 'SPSS': 2, 'PHP': 3}","['Curious', 'Passionate']",['Anxious'],Yes,Yes,Yes,Pass,Engineering
Orion Ephgrave,22/01/2019,{'Python': 1},"['Collaboration', 'Problem Solving']",['Undisciplined'],Yes,Yes,No,Fail,Data
Quintus Penella,15/01/2019,"{'Ruby': 6, 'PHP': 3}",['Altruism'],"['Intolerant', 'Impulsive', 'Selfish']",Yes,Yes,Yes,Pass,Business
Muffin Wigglesworth,17/01/2019,"{'Python': 4, 'PHP': 3, 'C++': 2}","['Critical Thinking', 'Ambitious', 'Curious']",['Chatty'],Yes,Yes,Yes,Pass,Engineering
Agretha Deinert,22/01/2019,"{'C#': 2, 'Java': 6, 'Ruby': 2, 'R': 4, 'SPSS': 1, 'C++': 5}","['Innovative', 'Ambitious', 'Curious']",['Competitive'],No,Yes,Yes,Fail,Business
Aindrea Davio,31/01/2019,"{'Python': 1, 'Ruby': 1, 'SPSS': 2, 'C++': 1}",['Competitive'],"['Impulsive', 'Slow', 'Passive']",Yes,Yes,Yes,Pass,Data
Burg Flipek,08/01/2019,"{'Java': 1, 'Ruby': 4}",['Creative'],"['Sensitive', 'Indifferent', 'Passive']",Yes,Yes,Yes,Pass,Business
Bary Boatman,08/01/2019,"{'C#': 4, 'PHP': 5, 'C++': 2}",['Consistent'],['Controlling'],Yes,Yes,Yes,Fail,Engineering
Ogdon Gonnelly,03/01/2019,"{'Ruby': 1, 'R': 5}",['Composure'],"['Competitive', 'Impulsive']",Yes,Yes,No,Fail,Engineering
Sybil Maydway,24/01/2019,"{'Python': 2, 'Ruby': 4, 'C++': 3}","['Charisma', 'Competitive', 'Critical Thinking']","['Indecisive', 'Perfectionist']",Yes,Yes,Yes,Pass,Data
Bart Godilington,17/01/2019,"{'Java': 3, 'Ruby': 1, 'C++': 4}","['Ambitious', 'Altruism', 'Consistent']","['Slow', 'Chatty']",Yes,Yes,Yes,Pass,Business
Jenda Fernandez,30/01/2019,"{'Java': 2, 'SPSS': 2, 'C++': 3}",['Determined'],"['Overbearing', 'Immature']",No,No,Yes,Fail,Engineering
Kiah Pittwood,24/01/2019,"{'Python': 1, 'C#': 3, 'Java': 1, 'SPSS': 2, 'C++': 1}","['Courteous', 'Critical Thinking', 'Curious']","['Controlling', 'Slow', 'Impulsive']",Yes,Yes,Yes,Pass,Business
Stephan Jaxon,10/01/2019,"{'Ruby': 3, 'R': 2, 'JavaScript': 3}","['Reliable', 'Curious', 'Passionate']","['Intolerant', 'Indecisive', 'Impatient']",Yes,Yes,Yes,Pass,Engineering
